x	y	z
972.0	1395.0	0.0
983.65868985548082	1365.1755245000186	0.0
987.4412518324267	1583.5303283636579	0.0
1012.0255594287519	1762.4510505591375	0.0
1018.0637865809848	1757.8919762086464	0.0
1032.0	1156.0	0.0
1039.0	1742.5277125606624	0.0
1055.4648682805118	1962.4424677046291	0.0
1126.4827880741252	2520.4934738598186	0.0
1171.0	1154.495391514743	0.0
1269.5158820819468	814.93321974759829	0.0
1313.0005012157026	1854.0156813520673	0.0
1383.4829005341633	1975.0228493338468	0.0
1386.4641334734899	2699.5446869390589	0.0
1473.0	2441.0	0.0
1550.8346495438748	2394.7238096536148	0.0
1682.0	844.0	0.0
1707.4822402275367	1940.516196954421	0.0
1733.0170820933092	2468.5406576423948	0.0
1742.02441764129	2467.0026601304417	0.0
1845.5236355671138	1899.4996999545419	0.0
1919.9265913684371	1092.0960146304733	0.0
1986.5206594940873	929.00003619851532	0.0
2008.9929266539352	2368.9861955946235	0.0
2088.0644012339608	1907.9774289004681	0.0
2098.9567536058621	1235.4153490286712	0.0
2115.0000541786576	1718.019314678661	0.0
2419.5035496318874	1276.0	0.0
2423.0	1274.0	0.0
2423.4728483177423	1307.0189335751613	0.0
2443.4901150355909	1274.0	0.0
2453.5012165149674	1759.9675228184622	0.0
2588.0	1486.0	0.0
2591.0	1516.5030709436001	0.0
806.05954371118185	1655.9741447460813	0.0
829.0	1802.4939641069921	0.0
850.0	1798.0	0.0
859.08062256091193	879.61830866063042	0.0
859.0	993.0	0.0
886.50183688318293	1304.5259013764487	0.0
896.0	2096.5063127686685	0.0
979.0	1350.0	0.0
983.0	1604.0	0.0
997.47739388721732	1606.4792408139961	0.0
1025.4994753057483	1415.4616425764223	0.0
1120.4910556600425	1245.4996884266177	0.0
1171.4581265249137	850.49883116134583	0.0
1270.5158232385475	1017.5081350835053	0.0
1295.0501720048489	827.56521034819798	0.0
1304.5430589948251	859.51897843166682	0.0
1319.4839778779954	845.00004687523574	0.0
1342.542684948985	828.48293073134528	0.0
1353.5201249236118	874.49280400094551	0.0
1378.0	1659.0	0.0
1421.0	1395.0	0.0
1428.0	2021.0	0.0
1433.9999289097975	2040.470563946579	0.0
1450.0	2451.46860657447	0.0
1470.0	2364.0	0.0
1471.0	2365.0	0.0
1497.448900832564	1947.4761783629617	0.0
1580.506326942693	2410.9998689631752	0.0
1581.9573776055397	2406.9466775652595	0.0
1589.998897658367	2390.978631977343	0.0
1617.5125366341786	2070.0001053378933	0.0
1715.0521909879453	1896.4610469146314	0.0
1722.0000968837201	1913.4993113491682	0.0
1732.0	1336.0	0.0
1735.9999080409111	1443.5022885417704	0.0
1747.4759425650877	2453.0001299837618	0.0
1753.9999162472504	1909.4328736991345	0.0
1772.5760428164417	866.4636269304375	0.0
1775.4965774604229	879.0	0.0
1778.0	2384.5147935717273	0.0
1779.5006336401714	872.45438367805536	0.0
1798.5240012094002	2250.5027439137166	0.0
1807.0	2400.0	0.0
1869.0	939.0	0.0
1873.0	807.0	0.0
1913.5358371669365	2305.4924977721785	0.0
1926.5073392233292	2029.5273461271356	0.0
1930.4713169354873	2502.0	0.0
1934.5206787689001	2029.0	0.0
2020.0	2344.0	0.0
2034.3377722793243	2333.1233573846766	0.0
2079.0	1459.0	0.0
2123.999894724383	1702.4886023283952	0.0
2143.4949427872762	972.0	0.0
2171.9998854794962	2406.5010801413641	0.0
2248.4889162879499	1052.5140692077982	0.0
2249.0	1090.0	0.0
2335.4845627947579	1108.4603134243603	0.0
2401.5005574293486	1313.4919425971077	0.0
2415.5167242298457	1626.0	0.0
2416.0	1293.0	0.0
2420.51305843411	1289.0623117463474	0.0
2433.0	1269.0	0.0
2448.0289983963735	1945.5225058289284	0.0
2487.0094390008535	1888.511865268026	0.0
2517.1505173432188	1885.8378721893348	0.0
2600.4453531024915	1507.5291494655994	0.0
804.48876388146152	1795.0762200032418	0.0
855.0	963.0	0.0
856.0	1164.0	0.0
857.0	1808.0	0.0
874.00003166965917	1301.4902315044842	0.0
924.0	1467.4899186800387	0.0
957.99996276214983	1593.4986185845949	0.0
972.47726234020797	1313.0302869809755	0.0
975.99393264936725	1407.5110553950558	0.0
980.00736712408093	1620.0366778183256	0.0
979.44181015683978	1882.4965136231644	0.0
998.00003749534687	1411.4837045522959	0.0
1009.4754071935243	1211.4461343171899	0.0
1017.4799194538044	1586.0	0.0
1021.4758189159692	1602.4796872488548	0.0
1027.4970382250913	1180.9999590855732	0.0
1028.5000430643295	938.96158309475777	0.0
1054.5158505109143	1129.0947671519959	0.0
1113.5356456578597	1644.5344112222608	0.0
1124.4518456108046	2211.9885538083495	0.0
1171.496959097326	1716.5173893908998	0.0
1181.1108990702623	2032.3474407009633	0.0
1188.0	2007.0	0.0
1195.5260581375196	868.98186988224791	0.0
1202.5076827462481	841.49656444800507	0.0
1215.0	859.0	0.0
1221.0	2228.0	0.0
1223.5359894582193	877.45425198987959	0.0
1245.524125955222	1788.9999371696138	0.0
1253.0	1779.0	0.0
1315.0	855.0	0.0
1348.0	1965.0	0.0
1353.0	850.0	0.0
1365.5034598491059	829.0	0.0
1372.0	1958.0	0.0
1374.0	1577.5208567853699	0.0
1379.0	1646.0	0.0
1381.4836928166176	911.0	0.0
1381.9542272601107	1704.5088840911228	0.0
1382.4532874594001	1383.4600222311601	0.0
1384.0	1877.0	0.0
1390.4824678888315	1557.0000519126668	0.0
1391.4921709965997	1135.0000417528208	0.0
1394.5288383112434	1590.4783746615467	0.0
1396.0	836.0	0.0
1401.0	1576.0	0.0
1403.4476339437986	1868.4450033977855	0.0
1403.4669396873373	1963.0	0.0
1409.4767079275812	1538.5024332334347	0.0
1434.0	1755.0	0.0
1468.0	2426.0	0.0
1498.0	2523.0	0.0
1508.9548993830861	2523.4371293249519	0.0
1513.5212108585956	1908.4557462346481	0.0
1696.0	844.0	0.0
1701.5194369639059	839.5598618141305	0.0
1732.0	1468.52971067573	0.0
1755.5348058248085	886.4640350646514	0.0
1762.0	2395.0	0.0
1785.0000672137958	2269.4804867242774	0.0
1788.0	2170.0	0.0
1806.5178289345008	2278.0	0.0
1849.0000662777131	932.52669357300465	0.0
1872.5021383731973	1902.4655079174981	0.0
1889.0	2778.0	0.0
1898.0	1080.0	0.0
1916.5192119049113	2048.4858696875563	0.0
1925.4527203335533	2289.5740298793912	0.0
1927.0	2286.0	0.0
1946.0	2032.0	0.0
1965.481123755641	1542.0	0.0
1980.0000751916475	1809.5024522730512	0.0
2001.5257776252577	2347.0527275078234	0.0
2057.4409972913681	1669.5026243395946	0.0
2083.0	1016.0	0.0
2088.0	1924.0	0.0
2093.4334432615747	1636.4320846543683	0.0
2120.5149008432054	1890.4976921754233	0.0
2120.4987704789351	1911.9929686000844	0.0
2121.0	2413.0	0.0
2129.5059720524409	1054.4997766905647	0.0
2132.4551986693073	1723.5433717218036	0.0
2134.4662722777834	2395.4836880209859	0.0
2141.479536755156	2380.0	0.0
2164.4615581557	2084.036533461363	0.0
2206.0	1105.0	0.0
2212.0	2053.0	0.0
2218.5155399170162	1105.0	0.0
2218.4935148484265	1110.9749482192597	0.0
2218.0	1354.0	0.0
2218.0	1357.5523688238636	0.0
2231.4529313348148	1875.446460498664	0.0
2235.5312887374348	1918.436712639533	0.0
2249.0	1889.0	0.0
2255.0	1920.0	0.0
2278.5075965446504	2071.0	0.0
2335.0	1504.0	0.0
2389.9999254757918	1311.5003932009477	0.0
2447.45202477666	1746.4728424188665	0.0
2452.5244126734133	1597.0000591874048	0.0
2484.4768227698919	2841.930223474174	0.0
2574.0	1504.0	0.0
2579.514773762568	1482.0	0.0
2599.4881284399917	1494.9578420553632	0.0
671.03337455474571	1421.5032732926552	0.0
789.51698515335625	1622.4467886156865	0.0
792.06190571928232	1560.0219901826483	0.0
849.0	1816.0	0.0
850.50112741269925	862.51440859952936	0.0
888.49088594094269	925.49690164740139	0.0
951.00004847539526	959.5128314014537	0.0
974.01176100151872	1600.5123598214741	0.0
974.53267455130742	1333.4346941421211	0.0
979.93963277865976	966.96315313339403	0.0
991.47515325384518	1382.4898104603783	0.0
1006.5106376567647	1434.5161902390278	0.0
1009.0000492205302	1605.4977936616835	0.0
1025.4847148395193	1245.9456704785728	0.0
1051.5254075739713	1641.4672109206158	0.0
1061.0	1953.0	0.0
1061.0000520831902	2001.4901667820579	0.0
1067.4935806632832	1967.9978844248731	0.0
1071.0273872266455	1995.0287420813843	0.0
1112.494570332444	1657.999922734235	0.0
1122.9999446947763	2098.4901660121968	0.0
1133.5347665292861	1393.4929832586713	0.0
1140.0	2034.0	0.0
1146.0	1012.0	0.0
1158.5437529629758	2016.0503371936675	0.0
1176.0000796307086	2001.0269450748542	0.0
1177.5290101893654	1133.9999432377999	0.0
1180.5211997588594	1127.5369651624403	0.0
1204.5235596964378	861.49312968522634	0.0
1209.0452858996705	2015.4526887060397	0.0
1242.5120612989483	1194.0	0.0
1266.0	2215.0	0.0
1290.0	779.0	0.0
1326.4976284987224	1261.503925895792	0.0
1362.5106049030519	900.96286256765177	0.0
1365.5136499719579	1558.5085743101192	0.0
1369.0	894.45731914359385	0.0
1374.0	1993.0	0.0
1385.0	876.0	0.0
1385.0	1396.0	0.0
1389.0	1854.0	0.0
1390.5077311391185	2578.4901536509019	0.0
1392.0	1408.0	0.0
1393.5306477999889	1384.5331313382599	0.0
1407.0212225828202	1377.5326506397143	0.0
1481.0	2447.0	0.0
1482.9937046509817	2523.4968294289338	0.0
1493.0	1739.0	0.0
1507.5063039835859	1727.5252826505609	0.0
1516.0	1484.0	0.0
1523.9944086550097	1653.4601331917092	0.0
1536.4883346861354	1926.0	0.0
1545.9999307989206	848.49142528799018	0.0
1546.5216706162851	2380.5162882279906	0.0
1550.0	1185.0	0.0
1556.4718698632489	1634.0129736693257	0.0
1563.0836353616103	2375.8705198036882	0.0
1651.9999184573151	2471.5046393444045	0.0
1677.0	887.0	0.0
1694.5298322780086	859.53429997355022	0.0
1701.6351932536222	872.14639018260107	0.0
1722.5090894130617	1941.9999070442821	0.0
1733.5220990859368	1901.0	0.0
1743.000080900561	2511.5140441610311	0.0
1744.9999141943495	1096.5314986396977	0.0
1746.4783150779488	1955.4584125788565	0.0
1749.0	2506.0	0.0
1764.4961565661204	1286.4942600098686	0.0
1880.0	924.0	0.0
1889.866584975246	2511.0609895091598	0.0
1890.9526450390204	2306.4588183517358	0.0
1900.0	787.0	0.0
1900.4747854814059	796.0	0.0
1904.5021335266463	844.49954019370398	0.0
1910.0	823.53659470236414	0.0
1934.0	1915.4948738974219	0.0
1939.4950068083929	2014.9945109832381	0.0
1938.9999027790061	2057.4895006340676	0.0
2030.4948379625105	1366.9927723798407	0.0
2039.9586078573784	905.0362835783136	0.0
2078.9998937018963	1931.5205438086236	0.0
2098.0	1898.0	0.0
2098.4485529274602	1931.5115404206949	0.0
2108.0001005392105	1062.4656453033881	0.0
2118.4801725305165	1087.0	0.0
2120.9999331881636	1750.0208798800675	0.0
2127.5067275377087	1825.4718431427707	0.0
2129.4887802115636	1736.5148873012731	0.0
2143.0001020551808	2269.5245902505917	0.0
2144.451828475505	984.54839316709706	0.0
2156.0001049397415	1449.4787706805762	0.0
2164.0	2395.0	0.0
2195.4509783549056	2025.4467908353329	0.0
2240.0001053233823	1651.4935076128118	0.0
2244.0	1646.0	0.0
2261.0001097304562	1051.534872931064	0.0
2430.4721178180744	1878.4639742945426	0.0
2466.5074447135771	1975.5524853190614	0.0
2499.0	1852.0	0.0
2515.5122681387643	1924.5249123393714	0.0
2568.0	1484.0	0.0
2611.5107561164618	1499.5302606216105	0.0
2632.00011418025	1855.5231308276611	0.0
2634.5045571082987	1551.9619671125615	0.0
690.9904825720273	1245.0547010699563	0.0
838.46599322545023	875.93491895520037	0.0
848.51601619379096	1674.9614007852574	0.0
862.0	1681.0	0.0
863.0	1682.0	0.0
933.47035585123842	1460.5253714909538	0.0
957.0	968.0	0.0
964.0	953.0	0.0
967.0	1355.0	0.0
968.0	1356.0	0.0
968.50597727534364	1876.9999380516276	0.0
985.0	1724.0	0.0
1018.0885567792851	922.99765022781912	0.0
1018.5168665964278	2119.478289868332	0.0
1020.0	1219.0	0.0
1030.9999631328772	1222.5085497038901	0.0
1038.0	1122.0	0.0
1038.0	1206.5090940402572	0.0
1045.0013655565474	1769.511790986913	0.0
1057.0	1199.0	0.0
1065.5258189852068	1979.4729779842894	0.0
1069.5401647866058	2028.4451034615925	0.0
1085.5819477311725	1449.5186958529428	0.0
1131.0000362488522	1691.4976873488749	0.0
1143.9999624022739	1714.4715306993978	0.0
1178.4925448502167	2054.9933844343973	0.0
1204.0	2506.4943459054011	0.0
1224.530249124304	1779.4801147022647	0.0
1251.0	2218.0	0.0
1294.4797732388663	1984.0	0.0
1314.4859851859571	1292.0375860876609	0.0
1334.5033407398373	855.99218291023578	0.0
1336.0	836.53209800185414	0.0
1350.0	1990.0	0.0
1358.5014227534537	2007.498664314772	0.0
1358.0	2498.0	0.0
1362.0	1982.0	0.0
1363.0	1573.0	0.0
1373.0000497932112	1884.503149629144	0.0
1376.0	882.0	0.0
1383.0	1863.0	0.0
1388.0389231766817	1368.9257753435311	0.0
1402.4634665183662	1845.5320240100157	0.0
1417.4848239279095	1138.0	0.0
1438.0	2050.0	0.0
1438.5161289650034	2423.9903315391143	0.0
1443.4692344855655	2058.5424647800287	0.0
1451.056789527581	2339.4438932707289	0.0
1458.9470149576036	2029.4998534933081	0.0
1461.9999474071055	2517.4988255452681	0.0
1463.0	2516.0	0.0
1472.5059268093789	2024.4925316170304	0.0
1473.0	2500.0	0.0
1476.5622647392231	1517.4909098746034	0.0
1482.9999492922734	1917.4991725716266	0.0
1483.5320089312377	1922.0559396362612	0.0
1487.0	1926.4914164330678	0.0
1501.4857715092514	776.46934867388313	0.0
1501.4903963586762	1901.52040896981	0.0
1510.0	1650.0	0.0
1516.9613066933246	1630.5321436378956	0.0
1520.0	2603.0	0.0
1545.5212242656078	2742.5083048460356	0.0
1546.0	1964.0	0.0
1555.4738572044505	1249.5275853286573	0.0
1581.0	2379.0	0.0
1626.0	778.0	0.0
1682.0	872.0	0.0
1697.9187410282505	1903.4793940794157	0.0
1699.0	1463.0	0.0
1702.5127955295623	885.53363328725061	0.0
1702.9802005994893	931.92057597838777	0.0
1703.5236305380747	806.44809198079054	0.0
1710.9529137652039	883.47876474460782	0.0
1742.0	1931.0	0.0
1745.0	864.0	0.0
1754.0	2389.0	0.0
1769.5198135661656	1718.5011177584881	0.0
1770.5116014487	1298.9999556950577	0.0
1773.4619786310175	2397.440409767999	0.0
1803.5492174741228	2387.9852401586645	0.0
1804.5165337052058	2434.5029091132524	0.0
1843.5429708854983	2649.4773410603898	0.0
1845.0	2329.5307611897424	0.0
1873.0	1099.0283927908526	0.0
1880.5013775269442	796.53940605869104	0.0
1884.0000633070217	2298.4604120090867	0.0
1886.0	829.98718431705936	0.0
1886.9635800831488	833.96638330603218	0.0
1887.0	2500.0	0.0
1903.0	1303.0	0.0
1909.4897453199137	2019.5249456311574	0.0
1968.5124214606462	1526.9649144355853	0.0
1989.0	2384.0	0.0
1999.0	1055.0	0.0
2001.5402954630288	1522.0	0.0
2031.9377579127752	2396.9582978797534	0.0
2072.5224826350081	822.47159287258046	0.0
2075.0	825.0	0.0
2084.0	1124.0	0.0
2104.4944600103354	1216.4575159825783	0.0
2112.5132799679186	1631.0000538763204	0.0
2118.4471328395975	1071.5282012096959	0.0
2118.0	1502.0	0.0
2129.0	1624.0	0.0
2131.0	1622.0	0.0
2132.0000698339668	2373.5378765416699	0.0
2157.4988597896336	2270.4803351441515	0.0
2158.0	1678.5062307367295	0.0
2179.9999255327448	2270.4977271432326	0.0
2191.5469525997951	2039.981974038827	0.0
2199.0	1573.5141418629591	0.0
2220.0	1920.4939651819368	0.0
2226.0	1382.0	0.0
2227.0	1381.0	0.0
2245.0	1066.0	0.0
2249.5508738018179	1928.5101115936357	0.0
2399.5154484668633	1505.4656088379345	0.0
2418.0234312157932	2068.9999151234642	0.0
2428.5032842647724	1328.494939077073	0.0
2428.4998194156205	1530.9687763468917	0.0
2458.0	1618.0	0.0
2465.0	1604.5502080346539	0.0
2468.0	1743.0	0.0
2478.4809770639463	1757.5185453200199	0.0
2501.4899234213954	1841.5039378505878	0.0
2558.0	1497.0	0.0
2559.0000584026566	1498.9986446658222	0.0
2569.0	1494.0	0.0
2619.0	1523.0	0.0
694.52725477758054	1231.472478505279	0.0
697.0	1225.0	0.0
858.0	1313.0	0.0
864.04899281636119	1746.5471836257618	0.0
978.0	955.0	0.0
986.0	1595.0	0.0
988.50803778229817	1400.5357698371195	0.0
997.9833373532382	1206.502366129688	0.0
999.55151126627027	1585.9999297353336	0.0
1005.0	1422.0	0.0
1006.4836675569546	1816.0	0.0
1013.9297913719034	1399.5195062758785	0.0
1016.0	1451.5097019665213	0.0
1029.0	1168.0	0.0
1030.464462147057	1129.0	0.0
1030.9863099807428	1195.0432354706825	0.0
1032.9999525535818	915.47955031818958	0.0
1037.0	1165.0	0.0
1043.0485013149182	1956.0769054702189	0.0
1045.9716935247216	1629.4811444816482	0.0
1048.5251327203555	2112.487671966895	0.0
1049.0	1746.0	0.0
1062.0558092465189	2108.9727989073899	0.0
1131.481021990156	1193.9883085945883	0.0
1155.9571265320183	1710.9990297301933	0.0
1157.492566346926	1150.5073183840989	0.0
1158.5226285360627	1022.5334196094592	0.0
1191.0877509491013	852.47261244356628	0.0
1222.500274285791	2023.5042742925089	0.0
1227.5184488685907	2027.4701645317537	0.0
1235.4834812374984	880.9999644542612	0.0
1235.5271384561945	1971.4975054614383	0.0
1286.0	1229.487670733786	0.0
1306.5072268702902	833.50653866825041	0.0
1317.1138273971908	1328.0086478867054	0.0
1320.4709201151131	1324.5248887168868	0.0
1333.0	1306.4982021598969	0.0
1341.4939034823501	1396.5068235159799	0.0
1363.0	952.52527442660755	0.0
1368.0	1969.0	0.0
1374.5036496331784	1847.5030823871209	0.0
1390.0347068044441	1616.510177477337	0.0
1396.0	1979.0	0.0
1403.0	1879.0	0.0
1410.0	1553.0	0.0
1424.0	2425.5115855019844	0.0
1435.4778337050275	2412.4974916092442	0.0
1450.0	799.0	0.0
1452.5058706341524	2277.9477431184605	0.0
1470.497535059917	2452.4569243862525	0.0
1527.0	1625.0	0.0
1538.4730324547334	2370.4888336624376	0.0
1539.482862817287	1650.4841372911064	0.0
1542.0	1276.0	0.0
1563.0529405407306	2401.0133512165166	0.0
1564.0	1625.5378580118663	0.0
1602.0175182092589	2078.4973242187771	0.0
1633.0	1053.0	0.0
1638.0	1045.0	0.0
1651.0	2831.0	0.0
1684.5240825971116	1465.5063398734155	0.0
1711.010024068722	1463.521681233806	0.0
1711.0	1920.0	0.0
1716.4939583497969	1927.0	0.0
1730.4721110401279	1226.5544738801955	0.0
1733.5296639137373	1357.5171202697152	0.0
1738.5154192966309	856.0	0.0
1738.490207348797	1360.987391623632	0.0
1742.0124939088437	1368.0333917053736	0.0
1747.0	1106.0	0.0
1752.0	897.0	0.0
1767.4884535890099	2384.0167203523438	0.0
1770.0	1693.0	0.0
1771.0	1694.0	0.0
1773.4601935541809	2277.4612292777902	0.0
1782.8942361785337	2252.5802000662179	0.0
1795.5050778613199	2283.5010155227887	0.0
1877.4872348101906	2510.4822944363004	0.0
1913.9971350609417	2034.4743561060761	0.0
1914.4769068018909	836.02405243429223	0.0
1930.9114669214459	2042.9586361816455	0.0
1948.501156775694	2040.9999104230683	0.0
1951.0	2042.4601747553224	0.0
1957.5385436528006	2272.4501306650291	0.0
1970.0	2269.0	0.0
1975.5030367033819	1513.4795862649976	0.0
2007.0	2019.0	0.0
2010.9999151856705	2343.4763195102141	0.0
